"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
22015,0,"Poland","femme",46,"secondaire","Employed","eleve","grande ville",92,"marche","employe",5
22016,1,"Hungary","femme",37,"secondaire","Employed","faible","petite-moyenne ville",35,"velo","employe",8
22017,1,"Slovakia","homme",49,"secondaire","Employed","moyen","petite-moyenne ville",60,"velo","employe",9
22018,0,"Latvia","femme",21,"secondaire","Not Employed","moyen","grande ville",15,"marche","sans emploi",8
22019,0,"Latvia","homme",43,"universite","Employed","sans reponse","zone rurale",30,"vehicule individuel","employe",1
22020,0,"France","homme",28,"universite","Employed","eleve","grande ville",80,"vehicule individuel","employe",7
22021,1,"Ireland","femme",49,"universite","Not Employed","moyen","grande ville",20,"velo","sans emploi",6
22022,1,"Slovakia","homme",33,"secondaire","Employed","moyen","zone rurale",20,"velo","employe",5
22023,1,"Bulgaria","homme",51,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",9
22024,0,"Estonia","homme",42,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",5
22025,0,"Austria","homme",50,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
22026,0,"Ireland","femme",35,"universite","Not Employed","faible","petite-moyenne ville",70,"marche","sans emploi",8
22027,0,"Latvia","homme",21,"secondaire","Not Employed","moyen","grande ville",45,"marche","sans emploi",4
22028,0,"Belgium","femme",21,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
22029,0,"Austria","femme",22,"universite","Not Employed","sans reponse","aire metropolitaine",25,"marche","sans emploi",8
22030,1,"Finland","homme",35,"secondaire inferieur","Employed","tres faible","aire metropolitaine",30,"marche","employe",2
22031,0,"Ireland","femme",37,"universite","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",8
22032,0,"Italy","homme",51,"secondaire inferieur","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
22033,0,"Austria","femme",42,"premier cycle","Employed","moyen","zone rurale",15,"vehicule individuel","employe",9
22034,0,"Lithuania","femme",51,"secondaire","Employed","faible","petite-moyenne ville",25,"marche","employe",7
22035,0,"France","homme",48,"secondaire","Not Employed","sans reponse","petite-moyenne ville",90,"marche","sans emploi",7
22036,0,"Austria","homme",42,"premier cycle","Employed","moyen","zone rurale",30,"vehicule individuel","employe",8
22037,0,"Estonia","homme",33,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
22038,0,"Finland","femme",49,"secondaire inferieur","Employed","faible","petite-moyenne ville",15,"transport collectif","employe",8
22039,0,"Finland","homme",48,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"marche","sans emploi",2
22040,0,"Romania","femme",42,"secondaire","Not Employed","moyen","zone rurale",390,"vehicule individuel","sans emploi",10
22041,0,"Hungary","homme",38,"universite","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",5
22042,0,"Slovakia","femme",53,"universite","Employed","eleve","petite-moyenne ville",7,"marche","employe",7
22043,0,"Italy","homme",34,"universite","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",6
22044,0,"Portugal","homme",35,"universite","Employed","faible","petite-moyenne ville",75,"transport collectif","employe",8
22045,1,"Austria","homme",38,"secondaire","Employed","moyen","grande ville",150,"velo","employe",8
22046,0,"Slovakia","homme",53,"secondaire inferieur","Employed","moyen","zone rurale",30,"vehicule individuel","employe",6
22047,0,"Spain","femme",32,"secondaire","Employed","faible","petite-moyenne ville",150,"transport collectif","employe",7
22048,1,"Italy","femme",26,"universite","Not Employed","faible","grande ville",30,"marche","sans emploi",5
22049,0,"Portugal","femme",42,"secondaire inferieur","Not Employed","tres faible","grande ville",15,"vehicule individuel","sans emploi",9
22050,0,"Ireland","femme",45,"universite","Employed","tres faible","zone rurale",10,"vehicule individuel","employe",5
22051,0,"Hungary","femme",36,"secondaire","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",8
22052,0,"Estonia","femme",24,"secondaire","Employed","moyen","zone rurale",3,"vehicule individuel","employe",8
22053,1,"Germany","femme",29,"universite","Employed","faible","grande ville",25,"velo","employe",10
22054,0,"Latvia","femme",31,"secondaire","Employed","moyen","grande ville",30,"transport collectif","employe",6
22055,0,"Portugal","homme",34,"universite","Employed","faible","petite-moyenne ville",180,"marche","employe",8
22056,0,"Poland","femme",39,"secondaire","Employed","tres eleve","zone rurale",20,"vehicule individuel","employe",7
22057,0,"Estonia","homme",30,"secondaire","Employed","faible","zone rurale",10,"vehicule individuel","employe",4
22058,0,"France","homme",48,"secondaire","Employed","moyen","petite-moyenne ville",60,"marche","employe",7
22059,0,"Estonia","homme",40,"secondaire","Employed","tres faible","zone rurale",15,"vehicule individuel","employe",5
22060,0,"Austria","homme",49,"premier cycle","Employed","moyen","grande ville",15,"vehicule individuel","employe",3
22061,0,"Germany","femme",48,"secondaire","Employed","sans reponse","petite-moyenne ville",50,"vehicule individuel","employe",4
22062,0,"Austria","femme",34,"secondaire inferieur","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",8
22063,0,"Slovakia","homme",22,"universite","Not Employed","moyen","petite-moyenne ville",40,"vehicule individuel","sans emploi",9
22064,0,"Latvia","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",1
22065,0,"Hungary","homme",46,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",25,"vehicule individuel","employe",10
22066,0,"Slovakia","homme",33,"secondaire","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",8
22067,0,"Ireland","homme",37,"secondaire","Not Employed","tres eleve","petite-moyenne ville",5,"vehicule individuel","sans emploi",10
22068,0,"Italy","homme",25,"secondaire","Not Employed","faible","grande ville",5,"vehicule individuel","sans emploi",7
22069,0,"Croatia","femme",51,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",9
22070,0,"Slovakia","homme",23,"universite","Not Employed","moyen","zone rurale",70,"vehicule individuel","sans emploi",5
22071,0,"Sweden","homme",16,"premier cycle","Not Employed","sans reponse","zone rurale",30,"vehicule individuel","sans emploi",8
22072,0,"Portugal","femme",52,"secondaire","Employed","tres faible","zone rurale",10,"vehicule individuel","employe",9
22073,0,"Finland","femme",31,"secondaire inferieur","Not Employed","sans reponse","petite-moyenne ville",15,"marche","sans emploi",3
22074,0,"Slovenia","homme",53,"secondaire","Employed","faible","zone rurale",5,"vehicule individuel","employe",9
22075,0,"Slovakia","homme",37,"secondaire inferieur","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
22076,0,"Slovenia","homme",50,"secondaire","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",7
22077,0,"Slovakia","homme",50,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
22078,0,"Slovenia","homme",24,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",5
22079,0,"Austria","homme",50,"secondaire inferieur","Not Employed","sans reponse","zone rurale",25,"transport collectif","sans emploi",9
22080,0,"Slovakia","homme",50,"secondaire inferieur","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",5
22081,0,"Slovenia","femme",41,"universite","Employed","moyen","zone rurale",15,"vehicule individuel","employe",8
22082,0,"France","femme",39,"secondaire","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
22083,0,"Slovakia","homme",23,"premier cycle","Not Employed","moyen","zone rurale",105,"marche","sans emploi",4
22084,0,"Slovakia","homme",37,"secondaire inferieur","Not Employed","moyen","zone rurale",35,"vehicule individuel","sans emploi",7
22085,0,"Finland","homme",58,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",25,"vehicule individuel","sans emploi",7
22086,0,"Slovenia","femme",32,"universite","Not Employed","faible","petite-moyenne ville",180,"transport collectif","sans emploi",7
22087,0,"Denmark","femme",48,"secondaire","Employed","faible","petite-moyenne ville",5,"marche","employe",5
22088,0,"Estonia","homme",48,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
22089,1,"Netherlands","homme",26,"secondaire inferieur","Employed","faible","grande ville",45,"velo","employe",1
22090,0,"Latvia","femme",21,"secondaire","Not Employed","eleve","petite-moyenne ville",10,"vehicule individuel","sans emploi",5
22091,0,"Sweden","femme",28,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",15,"transport collectif","sans emploi",6
22092,0,"Latvia","femme",41,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",4
22093,1,"Romania","homme",40,"secondaire","Employed","moyen","aire metropolitaine",70,"marche","employe",10
22094,0,"Slovakia","homme",51,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",7
22095,0,"Poland","homme",24,"universite","Employed","faible","grande ville",20,"vehicule individuel","employe",7
22096,0,"Latvia","homme",45,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",1
22097,0,"Slovenia","homme",37,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",7
22098,0,"Slovakia","homme",36,"universite","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",7
22099,0,"Spain","femme",29,"universite","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
22100,0,"Latvia","homme",44,"universite","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",2
22101,0,"Romania","femme",21,"universite","Employed","moyen","grande ville",15,"transport collectif","employe",3
22102,0,"Slovakia","homme",34,"secondaire","Employed","moyen","petite-moyenne ville",12,"vehicule individuel","employe",10
22103,1,"Netherlands","femme",38,"secondaire","Employed","eleve","aire metropolitaine",10,"velo","employe",7
22104,0,"Portugal","homme",27,"secondaire","Employed","eleve","grande ville",40,"vehicule individuel","employe",7
22105,0,"Slovakia","homme",33,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",7
22106,0,"Slovakia","homme",33,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",8
22107,0,"Slovakia","homme",50,"secondaire","Employed","moyen","zone rurale",60,"vehicule individuel","employe",9
22108,0,"Austria","femme",39,"secondaire","Employed","sans reponse","aire metropolitaine",45,"transport collectif","employe",5
22109,0,"Slovakia","homme",40,"secondaire inferieur","Employed","moyen","zone rurale",25,"vehicule individuel","employe",9
22110,1,"Netherlands","homme",29,"secondaire","Employed","eleve","grande ville",30,"velo","employe",4
22111,0,"Estonia","homme",25,"universite","Employed","faible","petite-moyenne ville",30,"transport collectif","employe",5
22112,0,"Poland","femme",42,"secondaire","Not Employed","moyen","aire metropolitaine",70,"transport collectif","sans emploi",9
22113,0,"Slovakia","homme",36,"secondaire inferieur","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",5
22114,0,"Portugal","femme",29,"universite","Not Employed","moyen","grande ville",15,"marche","sans emploi",4
22115,0,"Denmark","femme",48,"universite","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",4
22116,0,"Slovakia","homme",38,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",9
22117,0,"Belgium","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
22118,0,"Latvia","femme",38,"universite","Employed","faible","zone rurale",60,"marche","employe",8
22119,0,"France","femme",23,"universite","Not Employed","faible","aire metropolitaine",90,"marche","sans emploi",7
22120,0,"Romania","femme",45,"universite","Employed","faible","grande ville",7,"vehicule individuel","employe",9
22121,0,"Slovakia","homme",37,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",8
22122,0,"Finland","femme",25,"universite","Employed","moyen","aire metropolitaine",60,"transport collectif","employe",5
22123,0,"France","femme",59,"universite","Employed","moyen","zone rurale",55,"marche","employe",8
22124,0,"Slovakia","homme",50,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",190,"transport collectif","employe",8
22125,0,"Slovakia","homme",40,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",2
22126,0,"Czech Republic","homme",27,"secondaire inferieur","Employed","moyen","petite-moyenne ville",30,"marche","employe",4
22127,0,"Great Britain","femme",26,"universite","Employed","moyen","grande ville",30,"vehicule individuel","employe",9
22128,0,"Finland","femme",27,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
22129,0,"France","femme",48,"secondaire","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",5
22130,0,"Finland","femme",47,"secondaire","Not Employed","tres faible","aire metropolitaine",10,"transport collectif","sans emploi",7
22131,0,"Finland","homme",25,"secondaire","Not Employed","sans reponse","aire metropolitaine",25,"transport collectif","sans emploi",9
22132,0,"Estonia","femme",22,"universite","Employed","eleve","zone rurale",30,"vehicule individuel","employe",1
22133,0,"Spain","femme",21,"universite","Not Employed","faible","grande ville",70,"transport collectif","sans emploi",9
22134,0,"Great Britain","femme",28,"universite","Employed","faible","petite-moyenne ville",25,"vehicule individuel","employe",8
22135,0,"Slovakia","homme",37,"secondaire","Employed","faible","zone rurale",25,"vehicule individuel","employe",5
22136,0,"Romania","homme",21,"secondaire","Not Employed","faible","petite-moyenne ville",40,"marche","sans emploi",7
22137,0,"Slovakia","homme",36,"secondaire","Employed","moyen","zone rurale",5,"marche","employe",8
22138,0,"Hungary","homme",19,"universite","Not Employed","faible","aire metropolitaine",10,"marche","sans emploi",8
22139,0,"Ireland","femme",36,"universite","Employed","faible","grande ville",50,"vehicule individuel","employe",7
22140,0,"Italy","femme",33,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
22141,0,"Romania","femme",53,"secondaire","Not Employed","sans reponse","grande ville",60,"transport collectif","sans emploi",9
22142,0,"Ireland","homme",24,"universite","Employed","moyen","grande ville",100,"vehicule individuel","employe",5
22143,0,"Hungary","homme",25,"premier cycle","Employed","moyen","aire metropolitaine",150,"marche","employe",5
22144,0,"Belgium","homme",18,"secondaire","Not Employed","faible","zone rurale",120,"marche","sans emploi",7
22145,0,"France","homme",50,"universite","Employed","eleve","aire metropolitaine",50,"marche","employe",7
22146,1,"Denmark","homme",34,"universite","Employed","moyen","zone rurale",105,"velo","employe",3
22147,0,"Slovakia","homme",21,"secondaire","Not Employed","faible","zone rurale",65,"marche","sans emploi",7
22148,0,"Romania","femme",20,"universite","Employed","faible","zone rurale",60,"vehicule individuel","employe",5
22149,0,"Slovakia","homme",17,"secondaire inferieur","Not Employed","eleve","zone rurale",150,"marche","sans emploi",8
22150,0,"Slovakia","homme",53,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",5
22151,0,"Italy","homme",51,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",10,"vehicule individuel","employe",8
22152,0,"Bulgaria","femme",35,"universite","Employed","sans reponse","aire metropolitaine",50,"marche","employe",10
22153,1,"Estonia","homme",22,"secondaire","Not Employed","moyen","zone rurale",15,"velo","sans emploi",8
22154,0,"Austria","femme",39,"secondaire inferieur","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
22155,0,"Slovenia","homme",31,"secondaire","Not Employed","faible","zone rurale",60,"vehicule individuel","sans emploi",8
22156,0,"Slovakia","homme",17,"premier cycle","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",10
22157,1,"Finland","homme",25,"secondaire","Employed","moyen","petite-moyenne ville",20,"velo","employe",1
22158,0,"Great Britain","femme",27,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",7
22159,0,"Portugal","femme",31,"universite","Employed","moyen","grande ville",60,"transport collectif","employe",10
22160,0,"Slovenia","homme",50,"universite","Employed","sans reponse","petite-moyenne ville",12,"vehicule individuel","employe",5
22161,0,"France","femme",55,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",8
22162,0,"Austria","homme",42,"premier cycle","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
22163,1,"Latvia","homme",28,"secondaire","Not Employed","moyen","grande ville",30,"marche","sans emploi",8
22164,0,"Italy","homme",57,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",7
22165,1,"Finland","femme",35,"secondaire inferieur","Not Employed","moyen","grande ville",60,"marche","sans emploi",7
22166,0,"Estonia","homme",37,"secondaire","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",8
22167,0,"Slovakia","homme",39,"secondaire","Employed","tres faible","zone rurale",25,"vehicule individuel","employe",10
22168,0,"Hungary","femme",36,"universite","Employed","faible","grande ville",30,"vehicule individuel","employe",7
22169,0,"Romania","femme",44,"secondaire","Employed","moyen","grande ville",5,"marche","employe",7
22170,0,"Hungary","femme",40,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",3
22171,0,"Slovakia","homme",52,"secondaire","Employed","faible","zone rurale",20,"vehicule individuel","employe",5
22172,0,"Slovakia","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",90,"transport collectif","employe",7
22173,0,"Sweden","femme",56,"universite","Not Employed","tres faible","zone rurale",3,"vehicule individuel","sans emploi",4
22174,1,"Slovakia","homme",35,"premier cycle","Employed","tres faible","zone rurale",10,"velo","employe",3
22175,1,"Austria","femme",33,"secondaire","Not Employed","faible","zone rurale",20,"velo","sans emploi",10
22176,0,"Austria","homme",43,"secondaire","Employed","eleve","zone rurale",45,"vehicule individuel","employe",5
22177,0,"Finland","femme",29,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
22178,0,"Slovakia","homme",32,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",3
22179,1,"Estonia","homme",25,"secondaire","Employed","sans reponse","petite-moyenne ville",90,"velo","employe",8
22180,0,"Slovenia","homme",52,"secondaire","Not Employed","sans reponse","zone rurale",14,"vehicule individuel","sans emploi",2
22181,0,"Austria","femme",26,"secondaire","Employed","moyen","petite-moyenne ville",25,"marche","employe",8
22182,0,"Slovakia","homme",32,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",8
22183,0,"Slovakia","homme",35,"secondaire","Employed","moyen","petite-moyenne ville",25,"marche","employe",7
22184,0,"Poland","femme",39,"secondaire inferieur","Employed","faible","petite-moyenne ville",55,"marche","employe",2
22185,0,"Finland","femme",53,"secondaire","Not Employed","tres faible","grande ville",30,"marche","sans emploi",8
22186,0,"Belgium","homme",26,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",4
22187,0,"Romania","femme",51,"secondaire","Not Employed","faible","grande ville",45,"transport collectif","sans emploi",8
22188,0,"Slovakia","homme",21,"secondaire","Not Employed","moyen","zone rurale",40,"transport collectif","sans emploi",3
22189,0,"Spain","homme",36,"secondaire inferieur","Employed","moyen","petite-moyenne ville",150,"vehicule individuel","employe",7
22190,1,"Slovakia","homme",32,"secondaire","Employed","faible","petite-moyenne ville",60,"marche","employe",5
22191,0,"Romania","femme",50,"premier cycle","Not Employed","tres faible","zone rurale",105,"vehicule individuel","sans emploi",5
22192,1,"Netherlands","femme",47,"secondaire","Employed","faible","grande ville",20,"velo","employe",5
22193,0,"Lithuania","homme",22,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",6
22194,0,"Slovakia","homme",45,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",7
22195,0,"Slovakia","homme",21,"secondaire","Not Employed","faible","petite-moyenne ville",90,"transport collectif","sans emploi",10
22196,0,"Finland","homme",58,"universite","Employed","moyen","aire metropolitaine",70,"transport collectif","employe",5
22197,0,"Estonia","femme",29,"universite","Employed","moyen","petite-moyenne ville",45,"transport collectif","employe",4
22198,0,"Latvia","homme",27,"universite","Employed","moyen","petite-moyenne ville",5,"marche","employe",3
22199,0,"Slovakia","homme",37,"secondaire","Employed","moyen","grande ville",25,"vehicule individuel","employe",5
22200,0,"Hungary","homme",33,"secondaire","Employed","tres faible","petite-moyenne ville",70,"transport collectif","employe",7
22201,0,"Spain","femme",51,"secondaire","Not Employed","tres faible","zone rurale",30,"vehicule individuel","sans emploi",10
22202,0,"Finland","femme",43,"secondaire inferieur","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",5
22203,0,"Austria","femme",39,"premier cycle","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",5
22204,0,"France","femme",44,"secondaire","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",8
22205,0,"Lithuania","femme",51,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",7
22206,0,"Lithuania","homme",34,"universite","Employed","tres eleve","petite-moyenne ville",30,"vehicule individuel","employe",9
22207,0,"Hungary","femme",41,"secondaire","Employed","faible","aire metropolitaine",60,"transport collectif","employe",8
22208,0,"Finland","femme",57,"secondaire","Employed","moyen","grande ville",30,"marche","employe",8
22209,0,"Romania","femme",45,"universite","Employed","moyen","aire metropolitaine",90,"transport collectif","employe",9
22210,0,"Spain","homme",29,"universite","Not Employed","faible","grande ville",25,"marche","sans emploi",8
22211,0,"Slovakia","homme",53,"secondaire","Not Employed","tres faible","petite-moyenne ville",25,"vehicule individuel","sans emploi",5
22212,0,"Bulgaria","homme",54,"universite","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",4
22213,0,"Austria","femme",43,"universite","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",5
22214,0,"Ireland","femme",30,"universite","Not Employed","moyen","petite-moyenne ville",55,"marche","sans emploi",7
22215,0,"Sweden","femme",53,"secondaire","Not Employed","moyen","petite-moyenne ville",60,"marche","sans emploi",7
22216,0,"Germany","homme",28,"secondaire inferieur","Employed","moyen","zone rurale",120,"marche","employe",7
22217,0,"Austria","femme",51,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",3
22218,0,"Lithuania","homme",28,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",6
22219,0,"Portugal","homme",24,"universite","Employed","faible","aire metropolitaine",25,"vehicule individuel","employe",8
22220,0,"Spain","femme",38,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",10
22221,0,"Austria","homme",38,"secondaire","Employed","moyen","zone rurale",50,"transport collectif","employe",7
22222,0,"Slovakia","homme",37,"secondaire inferieur","Employed","moyen","petite-moyenne ville",50,"transport collectif","employe",8
22223,0,"Lithuania","homme",52,"universite","Employed","moyen","grande ville",30,"marche","employe",6
22224,0,"Latvia","femme",23,"secondaire inferieur","Not Employed","moyen","zone rurale",40,"transport collectif","sans emploi",5
22225,0,"Ireland","femme",40,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",4
22226,0,"Portugal","homme",47,"universite","Employed","faible","aire metropolitaine",60,"vehicule individuel","employe",5
22227,0,"Hungary","homme",27,"secondaire inferieur","Employed","faible","petite-moyenne ville",600,"vehicule individuel","employe",1
22228,0,"Austria","homme",33,"secondaire","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",7
22229,0,"France","femme",44,"universite","Not Employed","moyen","petite-moyenne ville",60,"marche","sans emploi",7
22230,0,"Slovenia","femme",54,"secondaire","Employed","faible","zone rurale",80,"marche","employe",10
22231,0,"Latvia","femme",18,"secondaire","Employed","faible","grande ville",30,"marche","employe",7
22232,0,"Slovakia","homme",36,"secondaire","Employed","eleve","grande ville",10,"marche","employe",10
22233,0,"Sweden","femme",27,"universite","Employed","moyen","petite-moyenne ville",60,"marche","employe",4
22234,0,"Slovakia","homme",20,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",3
22235,1,"Austria","homme",34,"universite","Employed","faible","aire metropolitaine",10,"velo","employe",8
22236,0,"Latvia","homme",28,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",3
22237,0,"Finland","homme",26,"universite","Employed","faible","grande ville",60,"transport collectif","employe",5
22238,1,"Portugal","homme",34,"universite","Employed","moyen","petite-moyenne ville",45,"marche","employe",8
22239,0,"Latvia","femme",39,"universite","Not Employed","faible","zone rurale",40,"transport collectif","sans emploi",7
22240,0,"Poland","homme",19,"secondaire inferieur","Not Employed","sans reponse","petite-moyenne ville",40,"transport collectif","sans emploi",5
22241,0,"Germany","femme",23,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
22242,0,"Slovakia","homme",26,"secondaire","Employed","faible","petite-moyenne ville",60,"transport collectif","employe",7
22243,0,"Portugal","femme",23,"universite","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",8
22244,0,"Spain","femme",56,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",10
22245,0,"Spain","femme",46,"secondaire","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",6
22246,0,"Slovenia","homme",34,"secondaire","Employed","eleve","zone rurale",20,"marche","employe",7
22247,1,"Latvia","femme",23,"secondaire","Employed","faible","petite-moyenne ville",20,"marche","employe",6
22248,0,"Hungary","homme",37,"secondaire","Employed","faible","grande ville",90,"transport collectif","employe",7
22249,0,"Hungary","homme",41,"secondaire inferieur","Employed","faible","zone rurale",10,"vehicule individuel","employe",7
22250,0,"Poland","femme",40,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",8
22251,0,"Hungary","femme",37,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",8
22252,0,"Portugal","homme",35,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",7
22253,0,"Austria","femme",50,"secondaire","Employed","moyen","zone rurale",45,"vehicule individuel","employe",5
22254,0,"France","homme",27,"secondaire","Employed","faible","petite-moyenne ville",15,"marche","employe",7
22255,0,"Lithuania","femme",26,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",6
22256,1,"Estonia","femme",25,"secondaire","Not Employed","tres faible","zone rurale",65,"marche","sans emploi",2
22257,0,"Ireland","homme",35,"universite","Employed","tres eleve","aire metropolitaine",25,"vehicule individuel","employe",2
22258,1,"Slovakia","homme",20,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",4
22259,0,"Sweden","homme",19,"premier cycle","Not Employed","tres faible","petite-moyenne ville",30,"marche","sans emploi",5
22260,0,"Spain","femme",46,"secondaire","Employed","sans reponse","petite-moyenne ville",30,"transport collectif","employe",8
22261,0,"Poland","femme",42,"secondaire","Employed","faible","zone rurale",20,"vehicule individuel","employe",5
22262,1,"Romania","femme",52,"secondaire inferieur","Employed","faible","petite-moyenne ville",60,"velo","employe",9
22263,0,"Hungary","homme",26,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
22264,0,"Austria","femme",43,"universite","Employed","eleve","aire metropolitaine",35,"marche","employe",7
22265,0,"Portugal","homme",21,"secondaire inferieur","Not Employed","faible","zone rurale",60,"marche","sans emploi",7
22266,0,"Romania","homme",27,"secondaire","Employed","moyen","grande ville",40,"marche","employe",5
22267,0,"France","femme",56,"secondaire","Not Employed","eleve","petite-moyenne ville",10,"marche","sans emploi",10
22268,0,"Estonia","homme",44,"secondaire","Employed","faible","petite-moyenne ville",17,"marche","employe",8
22269,1,"Hungary","homme",39,"secondaire inferieur","Employed","faible","zone rurale",50,"velo","employe",1
22270,0,"Slovakia","homme",41,"secondaire inferieur","Employed","faible","petite-moyenne ville",10,"marche","employe",8
22271,0,"Slovakia","homme",33,"secondaire","Not Employed","moyen","petite-moyenne ville",90,"marche","sans emploi",5
22272,0,"Romania","homme",52,"secondaire","Employed","moyen","grande ville",70,"vehicule individuel","employe",9
22273,0,"Lithuania","homme",48,"universite","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",9
22274,0,"Slovakia","homme",18,"secondaire","Employed","eleve","petite-moyenne ville",90,"marche","employe",8
22275,1,"Hungary","femme",50,"secondaire","Employed","faible","zone rurale",90,"velo","employe",10
22276,0,"Hungary","femme",25,"secondaire","Employed","moyen","petite-moyenne ville",40,"transport collectif","employe",8
